day,tx_count,total_output_satoshis,total_fee_satoshis,avg_fee_satoshis
2022-08-16,273896,329001937594218,1179398505,4306.008503228
2022-08-17,256127,348626295412846,1518171897,5927.418417426
2022-08-18,291921,247231130770907,1494510296,5119.571034629
2022-08-19,279910,454041432088364,1382902905,4940.526972956
2022-08-20,222722,425157926539177,904033101,4059.02021803
2022-08-21,205435,223595772539743,792260787,3856.503453647
2022-08-22,250534,514036063634006,1054810588,4210.249259582
2022-08-23,256928,517817448151603,1149008657,4472.103690528
2022-08-24,256606,360288292938681,977941554,3811.062695338
2022-08-25,260460,325245342030786,1089698816,4183.747277893
2022-08-26,262722,290583577047143,1131677690,4307.510181865
2022-08-27,225420,299783966545655,878608298,3897.650155266
2022-08-28,202109,180192697005461,749543041,3708.607934332
2022-08-29,252235,370305553992749,1100825766,4364.286344084
2022-08-30,262445,344914085614510,1210050823,4610.683468917
2022-08-31,260425,424211866220743,1305603690,5013.357742152
2022-09-01,268022,419732502256430,1471813337,5491.390023953
2022-09-02,270588,391213159578555,1827700629,6754.551676349
2022-09-03,242597,197190948364440,1451786634,5984.35526408
2022-09-04,204538,252034472978122,1046858017,5118.159056019
2022-09-05,250179,435995435395332,1405168260,5616.651517513
2022-09-06,268125,643345675445255,1529135514,5703.069516084
2022-09-07,265239,579281536162850,1477983310,5572.26995276
2022-09-08,262863,493544309616732,1538884148,5854.320113519
2022-09-09,290849,413176566390869,1751821764,6023.131466844
2022-09-10,241936,233259690083896,1241473712,5131.413729251
2022-09-11,220361,130916135670514,1021886839,4637.330739105
2022-09-12,268971,242447358945583,1297488112,4823.895929301
2022-09-13,260108,285424026169357,1556089316,5982.473880081
2022-09-14,270309,457512829641883,1711920789,6333.19937183
2022-09-15,277041,407014588363013,1730599694,6246.727719002
2022-09-16,261361,311881344839832,1907428195,7298.059752603
2022-09-17,247863,186222416618384,1684695896,6796.883342814
2022-09-18,212396,195954876094773,1217617155,5732.768766832
2022-09-19,253795,484804156700408,1311511233,5167.600752576
2022-09-20,269773,450126075165957,1474080466,5464.151216022
2022-09-21,260924,465304512771663,1400719043,5368.302812313
2022-09-22,245794,346848733271370,1292184956,5257.186733606
2022-09-23,281419,287205509010274,1576017685,5600.253305569
2022-09-24,228040,157360210060893,1120801603,4914.934235222
2022-09-25,212009,180599989367119,1051389711,4959.174898235
2022-09-26,259311,304192165513343,1446544565,5578.415744029
2022-09-27,271117,280212531030914,1678181016,6189.877492005
2022-09-28,264048,324554184885979,1403427438,5315.046650609
2022-09-29,267342,277571272772224,1487638000,5564.550276425
2022-09-30,286672,258732768765596,1658364820,5784.885932355
2022-10-01,241993,145011316188014,1231237759,5087.90650556
2022-10-02,213646,119764943899866,903176880,4227.445774786
2022-10-03,273820,242193710876758,1148000760,4192.538017676
2022-10-04,278744,247013643338411,1025446529,3678.811127773
2022-10-05,267021,214487182133209,920977478,3449.08257403
2022-10-06,278204,171874506499318,1017577684,3657.667337637
2022-10-07,270191,177958168749846,1058953780,3919.278510387
2022-10-08,235498,145264370946700,668058720,2836.791480182
2022-10-09,211238,151288574105102,593241182,2808.401812174
2022-10-10,258286,231642800394155,809436855,3133.878162192
2022-10-11,266451,265545217024634,884353889,3319.011334167
2022-10-12,261196,237934968472074,943038791,3610.464138042
2022-10-13,281093,273888294416551,1479109384,5261.992948953
2022-10-14,284648,197939452474284,1497267984,5260.068519716
2022-10-15,241758,89753910788407,929797297,3845.983574484
2022-10-16,212919,83663135793718,821248342,3857.092800549
2022-10-17,260471,152770344431376,1304780993,5009.313869874
2022-10-18,257694,224893621659116,1672190050,6489.053101741
2022-10-19,263517,234496841826054,1672997962,6348.728780306
2022-10-20,263986,177792796566103,1278290664,4842.266877789
2022-10-21,270741,186271119153102,1179392226,4356.164105178
2022-10-22,233097,126109929464399,927567206,3979.318506888
2022-10-23,217872,129783678580575,775534212,3559.586417713
2022-10-24,264486,184479764664540,1195198458,4518.947914067
2022-10-25,248540,189142534095505,1679880511,6758.994572302
2022-10-26,306069,257039138505253,2354978160,7694.272075904
2022-10-27,267995,265304964260146,1735952790,6477.556633519
2022-10-28,283035,181998614735933,1872427351,6615.532888159
2022-10-29,252661,184658073311053,1466516375,5804.28469372
2022-10-30,222138,132302431607658,1273430529,5732.610039705
2022-10-31,284125,210156148411192,1540854664,5423.157638363
2022-11-01,276192,211277554212618,1495182598,5413.562297242
2022-11-02,257467,246120292281045,1672286641,6495.149440511
2022-11-03,297039,342739993442351,1892082781,6369.812654231
2022-11-04,281515,367748670853740,1965744896,6982.735896844
2022-11-05,257198,191263785998639,1601921819,6228.360325508
2022-11-06,223404,390418257097207,1376316876,6160.66353333
2022-11-07,264869,392482637231952,1588830767,5998.553122487
2022-11-08,295778,212755048869661,2187851674,7396.938494411
2022-11-09,292265,371031725160002,2496378276,8541.488977469
2022-11-10,292831,391865576513652,2433780156,8311.21075296
2022-11-11,284467,408374778065621,2193111017,7709.544576348
2022-11-12,239254,251116022049355,1618220149,6763.607500815
2022-11-13,227644,337157668165627,1636878464,7190.518810072
2022-11-14,242416,318183105169610,2284939586,9425.696265923
2022-11-15,283090,270457494945629,3631310997,12827.40823413
2022-11-16,268373,219790418462941,3552287679,13236.382493768
2022-11-17,248465,160829399508700,3454296319,13902.546914052
2022-11-18,282091,179770716883442,4372819362,15501.449397535
2022-11-19,260694,118872301135342,2705581977,10378.382229741
2022-11-20,229923,163363975507544,1944118871,8455.521505026
2022-11-21,270779,174487113830156,2536568192,9367.669546014
2022-11-22,253235,152841600969484,2678202381,10575.956645014
2022-11-23,273997,127124992280195,2884984288,10529.25502104
2022-11-24,254639,92931139685122,2796374860,10981.722595518
2022-11-25,258341,151776610159527,2705300031,10471.818375713
2022-11-26,229735,79492033457653,2365608040,10297.116416741
2022-11-27,222672,69334199957608,1778074631,7985.173847632
2022-11-28,262636,98813738336198,2294024402,8734.615216497
2022-11-29,271512,94350566752368,2324769443,8562.308269984
2022-11-30,271416,86757871256194,2712249692,9992.961697173
2022-12-01,285467,89151936744214,2931723931,10269.922376317
2022-12-02,271725,81487512873516,2877794644,10590.835013341
2022-12-03,250951,68694813272853,2308110451,9197.454686373
2022-12-04,219810,56199200407515,1689630626,7686.777789909
2022-12-05,274064,92270873546844,2133182906,7783.521024286
2022-12-06,262438,80630457185077,2249914585,8573.128072154
2022-12-07,272328,89460886075720,1832443866,6728.811822508
2022-12-08,263838,94208083278760,1487592383,5638.279485897
2022-12-09,265668,88141638500325,1375809382,5178.679336616
2022-12-10,241668,67537487208344,1225893641,5072.635355115
2022-12-11,217788,62957463755485,819227598,3761.58281448
2022-12-12,262646,86945169934299,1261235304,4802.035073826
2022-12-13,287224,126292924371663,1322087068,4602.982578058
2022-12-14,276441,137229760116840,1509499796,5460.477266397
2022-12-15,276713,103533123155547,2034853506,7353.660673694
2022-12-16,254176,112282432911114,1656631787,6517.656218526
2022-12-17,263200,78826073268614,1743271938,6623.37362462
2022-12-18,212673,70720171785237,1158090744,5445.405594504
2022-12-19,259096,104887813559083,1806905832,6973.885478741
2022-12-20,268893,99250322100498,1805089091,6713.038610153
2022-12-21,272491,86479450527706,1652914494,6065.941605411
2022-12-22,271181,82159226302762,1713927641,6320.234975902
2022-12-23,273926,88453480236635,1737428251,6342.692008061
2022-12-24,213339,60564713987257,1763921588,8268.162820675
2022-12-25,205314,57533116918972,1370816482,6676.682944173
2022-12-26,223504,65988178128907,1754217226,7848.706179755
2022-12-27,239359,74100680473078,2385198506,9964.941807076
2022-12-28,272949,87301826121913,2067824483,7575.863926961
2022-12-29,265955,86914327568519,2058181950,7738.835329285
2022-12-30,291015,88683870215042,2179425120,7489.047368692
2022-12-31,242325,62634432083364,1218026426,5026.416696585
2023-01-01,187516,55706733226239,711275527,3793.145795559
2023-01-02,229347,68711897765720,882429255,3847.572695523
2023-01-03,272055,82671160946184,1272782858,4678.402742093
2023-01-04,277936,87336401096547,1477428160,5315.713545564
2023-01-05,279391,88042399407310,1427128465,5107.99726906
2023-01-06,276071,99672306363212,1320194818,4782.08438409
2023-01-07,246679,74638294655099,839686196,3403.963028876
2023-01-08,228488,71351652694867,678196741,2968.194132733
2023-01-09,287347,105334229309334,1086663612,3781.712048499
2023-01-10,302809,97633760011557,1115949274,3685.323996315
2023-01-11,287494,86142698004759,1242363566,4321.354762186
2023-01-12,315980,108493892042508,1651553844,5226.767023229
2023-01-13,316549,108601761123041,1662489800,5251.919292116
2023-01-14,309880,92378121997872,1402600690,4526.270459533
2023-01-15,252086,75245553709395,797966275,3165.452563808
2023-01-16,302804,82883834796946,1030166203,3402.089150077
2023-01-17,308715,100616623397143,1294528909,4193.281534749
2023-01-18,300045,90002667850880,1609240570,5363.330733723
2023-01-19,298919,81482027855670,1622431670,5427.663246565
2023-01-20,295822,82703057382341,1955787550,6611.366125576
2023-01-21,287860,83892950348722,1632874344,5672.460029181
2023-01-22,250760,65009711412533,1375707805,5486.153313926
2023-01-23,293709,84876910289223,1492490361,5081.527501711
2023-01-24,292970,75921012651356,1692996076,5778.735283476
2023-01-25,306681,84750632791312,1294672820,4221.561883521
2023-01-26,296263,78407095083402,1209603056,4082.869126418
2023-01-27,303179,78908618643457,1430231094,4717.447758585
2023-01-28,268849,51743504753243,1161323579,4319.612790079
2023-01-29,258583,57313542419847,846375560,3273.129169358
2023-01-30,309909,92437082344003,1129211021,3643.685794862
2023-01-31,313500,90832328596617,1861504298,5937.812752791
2023-02-01,345561,91189976377198,2209847213,6394.955486875
2023-02-02,340169,77645584715818,2185790291,6425.60107182
2023-02-03,315951,80982277375508,2434081674,7703.984712819
2023-02-04,304495,50740312963307,2035568876,6685.065028982
2023-02-05,254113,54058456520401,1397672633,5500.201221504
2023-02-06,301977,67173688666602,1842761143,6102.322835845
2023-02-07,300429,63091568040948,2220210173,7390.132686924
2023-02-08,316963,65962613796545,1839359717,5803.07391399
2023-02-09,369499,82818478302325,2155106488,5832.509663084
2023-02-10,300092,138200501768876,2686262780,8951.464150994
2023-02-11,277433,82443421396684,2218726270,7997.34087149
2023-02-12,262528,71014312992754,1921587499,7319.552577249
2023-02-13,299329,87293839143094,2425921585,8104.532420848
2023-02-14,302653,76449893957352,2581457179,8529.428682352
2023-02-15,325460,81449926464966,3534902814,10861.251195231
2023-02-16,344711,100994334151085,3127073097,9071.579082188
2023-02-17,321260,93040237113310,2667825905,8304.257937496
2023-02-18,276798,60623126033894,1994819627,7206.770377676
2023-02-19,240406,49850727525841,1539227625,6402.617343161
2023-02-20,270081,69827965122461,1787702580,6619.134926189
2023-02-21,290457,83561771367771,1732064879,5963.240269644
2023-02-22,282319,81327709999759,1845057693,6535.364934702
2023-02-23,290728,84006172189845,1902310421,6543.265254809
2023-02-24,294562,85039211350703,1853531737,6292.501194995
2023-02-25,258413,56997656277702,1595907401,6175.801530883
2023-02-26,277103,55068780745314,1506225059,5435.614406917
2023-02-27,292748,76239642653601,2265352771,7738.234833372
2023-02-28,332358,84002738765657,2581843208,7768.259551448
2023-03-01,381932,84348344230896,2583815714,6765.119743829
2023-03-02,330047,81890185365899,2393851073,7253.061148867
2023-03-03,355273,95162614738316,2789011407,7850.333143808
2023-03-04,306300,57402296487887,2018660834,6590.469585374
2023-03-05,286638,58358536702751,1751087613,6109.056067235
2023-03-06,316016,76980371900885,2402745286,7603.239348641
2023-03-07,362082,93388201425599,2564150674,7081.685016101
2023-03-08,292493,86803888801120,2625555847,8976.474127586
2023-03-09,336854,84419095443848,4479625681,13298.419140043
2023-03-10,329334,99644058742243,4394455143,13343.460265263
2023-03-11,319707,93958432900626,2725742454,8525.751560022
2023-03-12,265555,66928614102177,2136544776,8045.582933856
2023-03-13,333107,116039155693744,2612698464,7843.42107491
2023-03-14,327892,116882666787996,3716891206,11335.717876618
2023-03-15,345059,98334881193509,3365361796,9753.003967437
2023-03-16,295049,86376335003428,3340128667,11320.589688492
2023-03-17,338823,114927961058126,4251131128,12546.760780703
2023-03-18,296890,78543040383255,3492705100,11764.306982384
2023-03-19,269131,88565979275979,2855572973,10610.345790712
2023-03-20,341288,131412588185051,2966222798,8691.260161506
2023-03-21,327932,115892957882856,2888659712,8808.715562983
2023-03-22,297575,105056794426431,3535143002,11879.838702848
2023-03-23,295245,104462516357369,3911112149,13247.005534387
2023-03-24,292095,109319269829012,4432438010,15174.645269518
2023-03-25,290197,74160826168504,3059583649,10543.126390004
2023-03-26,261243,73638711933414,2186761758,8370.60421906
2023-03-27,296557,111889487626759,2315655466,7808.466723092
2023-03-28,316281,114522134202025,2801496873,8857.619879158
2023-03-29,334637,112018612279033,2753469056,8228.22657387
2023-03-30,326347,151416842260289,2752450894,8434.123475932
2023-03-31,308386,107736523176754,3254684110,10553.92952339
2023-04-01,319646,78763027355572,3152349304,9862.001414064
2023-04-02,341622,75367281919013,2446719163,7162.06556662
2023-04-03,332870,106486608306232,2770515645,8323.116066332
2023-04-04,421130,109852005700155,3383075425,8033.328010353
2023-04-05,346885,111741762926211,3205316881,9240.286783804
2023-04-06,354019,103140778113551,3291813283,9298.408511973
2023-04-07,355031,77269066518947,2701238271,7608.457489628
2023-04-08,318505,58322344148844,2189554468,6874.474397576
2023-04-09,278404,59105189080951,1690677140,6072.747302481
2023-04-10,289625,94786337776893,2177457394,7518.195577039
2023-04-11,385002,96326087099685,3105891418,8067.208528787
2023-04-12,338102,118247973097902,2460478427,7277.325857286
2023-04-13,332042,77887240000055,2593528789,7810.845582788
2023-04-14,315959,102930627522424,2773971430,8779.529717463
2023-04-15,276185,76811880167589,2119656272,7674.76970871
2023-04-16,232268,63465191992739,1594794719,6866.183542287
2023-04-17,316193,110020606711427,2083715424,6590.011239971
2023-04-18,312522,79943454928566,2036349198,6515.858717146
2023-04-19,301722,78613444062587,2090592023,6928.86837221
2023-04-20,296683,78896469795914,2123996344,7159.144083079
2023-04-21,352218,83826583038911,2409019709,6839.570121345
2023-04-22,354752,55357177704735,1639034620,4620.226580823
2023-04-23,432760,48762325536668,1367490748,3159.928708753
2023-04-24,360173,81533055431638,2056021852,5708.428594037
2023-04-25,369843,79767257088074,2671587963,7223.573145902
2023-04-26,436461,89723385739049,3309136424,7581.745961266
2023-04-27,418912,86905700621343,4176462098,9969.783863914
2023-04-28,483522,86351684744433,4587162396,9486.977626664
2023-04-29,486031,58953943436137,4283166169,8812.536996611
2023-04-30,568516,67693835389893,4764650050,8380.854804438
2023-05-01,682281,81686780037814,6926942018,10152.623358997
2023-05-02,457708,67316550410781,11414121359,24937.561412516
2023-05-03,489559,95136388710711,12419698520,25369.155750379
2023-05-04,491123,83897371563294,11347645017,23105.505172839
2023-05-05,411429,82175529578656,13496713092,32804.47681617
2023-05-06,601134,87278812793601,18203461341,30281.869501642
2023-05-07,607883,102010930987761,40391903786,66446.838924596
2023-05-08,575051,80054069642209,63535380034,110486.513429244
2023-05-09,598256,74597100853373,44026574469,73591.530162673
2023-05-10,671668,84752963177500,33976771861,50585.664139128
2023-05-11,546549,85468757775286,19437812240,35564.628679222
2023-05-12,509159,96156731253140,17344342629,34064.688297762
2023-05-13,575640,52776024363758,10878997678,18898.960596901
2023-05-14,631677,52180307049767,8842138683,13997.87974392
2023-05-15,526379,71857408745444,8981371373,17062.556395677
2023-05-16,566462,88409086037587,11301084452,19950.295786831
2023-05-17,583454,83681119489441,9311371896,15959.050578109
2023-05-18,476704,83493615446776,10690014765,22424.848050362
2023-05-19,515474,73160586635056,11654596240,22609.474464279
2023-05-20,423736,48858564961833,8519281154,20105.162539883
2023-05-21,486625,53232490633359,7145591599,14683.979653737
2023-05-22,499281,83723775824717,7097206966,14214.854893337
2023-05-23,519870,94819013858639,6974632324,13416.108496355
2023-05-24,405521,99172342854518,6487007902,15996.724958757
2023-05-25,460167,84914314883371,9186642856,19963.71503389
2023-05-26,532373,72091858634519,9782995501,18376.205218897
2023-05-27,471633,54193189744507,6208564612,13163.974132429
2023-05-28,496158,63062719369953,6256858108,12610.61619081
2023-05-29,550324,88058126576991,7113058149,12925.218869248
2023-05-30,515246,101250226534067,7986678899,15500.710144281
2023-05-31,421579,139086076241220,6862409598,16277.873418742
2023-06-01,355986,110025808971294,7013588614,19701.866404859
2023-06-02,479437,125607116514863,7486202741,15614.570300165
2023-06-03,381453,81987523660259,4420366028,11588.232437548
2023-06-04,364020,96256439280642,3849187926,10574.11110928
2023-06-05,359254,153638367530434,5800114519,16144.885008935
2023-06-06,462072,135363471388411,8292263230,17945.824958015
2023-06-07,433781,102073689181465,9760233793,22500.371830486
2023-06-08,407006,105938657146023,6954580716,17087.170007322
2023-06-09,387084,111898514250510,7325776495,18925.547155139
2023-06-10,365369,103163367734676,4963338241,13584.453637282
2023-06-11,399201,102549069973081,3510920663,8794.869409145
2023-06-12,370634,116770162240401,4250873274,11469.194067463
2023-06-13,410483,100192595822359,3724601007,9073.703434734
2023-06-14,330658,96006218674062,3986874709,12057.396793666
2023-06-15,423069,93164411965535,4102129533,9696.124114506
2023-06-16,512202,99276609333734,4562498800,8907.616135821
2023-06-17,475252,67717332029122,4012883580,8443.696354776
2023-06-18,439868,75546469915530,3049645309,6933.091993507
2023-06-19,415604,95785291249587,3123665693,7515.966383865
2023-06-20,447715,106096917165054,3716242619,8300.464847057
2023-06-21,363280,121905577862447,4388821895,12081.099688945
2023-06-22,392041,117538598853292,4442575852,11331.916437311
2023-06-23,374001,105935620741796,4011549267,10726.038879575
2023-06-24,361437,72953175307792,3374556082,9336.498703785
2023-06-25,382769,77616618871531,2938484288,7676.912937046
2023-06-26,403979,104216969589293,3238485323,8016.469477374
2023-06-27,434858,98999355570137,3165718752,7279.890796536
2023-06-28,331278,93184322890818,2987454086,9017.967042786
2023-06-29,438193,114133552593183,3705847568,8457.112660403
2023-06-30,445197,114770061110909,3470273145,7794.915835012
2023-07-01,324274,76062674914011,2543994325,7845.199815588
2023-07-02,309920,58995141845711,2379482715,7677.732043753
2023-07-03,328114,92904520852706,2548770225,7767.941096692
2023-07-04,375807,86532044243621,2268233748,6035.63464225
2023-07-05,496227,85561457238749,2149504750,4331.696481651
2023-07-06,392688,92890884714568,1972398613,5022.813564458
2023-07-07,556014,92449733836535,1924955069,3462.062230447
2023-07-08,573697,70811053886925,1474024606,2569.3434095
2023-07-09,594265,72174573821322,1318416810,2218.567154384
2023-07-10,507115,91377463745228,1624512403,3203.439856837
2023-07-11,432293,81597018760218,1695226390,3921.475457618
2023-07-12,478320,90449900418529,1929161277,4033.202201455
2023-07-13,375859,93032116897852,1965757317,5230.039235458
2023-07-14,421666,94635615118880,2267725387,5378.013373144
2023-07-15,484980,68078821959551,1674064072,3451.820842097
2023-07-16,595145,68669666773172,1543001031,2592.647222106
2023-07-17,428612,86553688858826,1722296256,4018.310863905
2023-07-18,582684,110968506474375,1908879751,3276.011956738
2023-07-19,480249,89474730188572,1816370337,3782.14288213
2023-07-20,400400,86410606991487,2275465362,5682.980424575
2023-07-21,323847,74431118484812,2293350964,7081.587799177
2023-07-22,288750,52672329914817,4595214263,15914.161949784
2023-07-23,559624,53551135703550,2554846983,4565.292022858
2023-07-24,529923,75284395636035,2644889781,4991.083196993
2023-07-25,462586,69190503817442,1785638854,3860.122991184
2023-07-26,452746,70100575201708,1881831863,4156.484790589
2023-07-27,413038,73962350628037,2083844045,5045.163023741
2023-07-28,449225,78661992049971,2035879906,4531.98265012
2023-07-29,423119,53666315130030,1614425575,3815.535523103
2023-07-30,645854,62582608023618,1713087238,2652.437296974
2023-07-31,445666,79798816513782,1665975421,3738.170336081
2023-08-01,412219,75759018968460,1848016358,4483.093593454
2023-08-02,390768,68916823358378,2088584786,5344.820420301
2023-08-03,476007,69063550350783,2324083874,4882.457346215
2023-08-04,318486,66047331801056,2251529554,7069.477320824
2023-08-05,500723,58130590634945,2110699133,4215.302937952
2023-08-06,607275,50574163154948,1691030901,2784.621301717
2023-08-07,427534,89442396883424,2268954627,5307.074120421
2023-08-08,331194,89882873571849,2911310746,8790.34869593
2023-08-09,506746,87315084401354,2708885435,5345.647395342
2023-08-10,358039,94107241948828,2462276261,6877.11746765
2023-08-11,506538,81862519482445,2346538348,4632.502098559
2023-08-12,503934,73568431521590,1942138858,3853.954799636
2023-08-13,497112,62371150129986,1348277636,2712.221060847
2023-08-14,568517,85843196760827,1818730987,3199.079336238
2023-08-15,583063,80267092381798,1826277983,3132.213813945
2023-08-16,566878,91173514437410,1803889855,3182.148284111
2023-08-17,502274,121897926840994,1893920979,3770.692846932
2023-08-18,423207,100743847128714,2200322461,5199.163674041
2023-08-19,519780,66396478052426,1669938239,3212.778943014
2023-08-20,612461,60380641238073,1498498545,2446.684025595
2023-08-21,550074,101806591013320,1657586188,3013.387631482
2023-08-22,420857,105252429717582,1881110136,4469.713313548
2023-08-23,417822,106413131691237,1932958413,4626.272462915
2023-08-24,399151,86021734428958,1745846717,4373.900396091
2023-08-25,425192,78215249201934,1803586440,4241.816497018
2023-08-26,497513,57858257901969,1608579159,3233.240456028
2023-08-27,413594,78737241563527,1347194868,3257.28822952
2023-08-28,331345,90662516246492,1697295640,5122.442288249
2023-08-29,500301,99634651061662,2115115106,4227.685145542
2023-08-30,408001,99672459439830,1922098827,4711.014990159
2023-08-31,437435,81975720925110,2654064023,6067.333484975
2023-09-01,419548,92816913478699,2615191778,6233.355368158
2023-09-02,539748,60692153893418,2326197841,4309.785012636
2023-09-03,625257,48549614223069,1989314825,3181.595447952
2023-09-04,573196,64718886860383,2227598471,3886.277069275
2023-09-05,462093,71072293756152,2439689427,5279.650258714
2023-09-06,485357,69720170189679,3025389769,6233.328805395
2023-09-07,537939,69645863623578,3157012849,5868.719035058
2023-09-08,414799,64450016843369,3585455887,8643.839273962
2023-09-09,597409,55189992790398,3253049267,5445.263240092
2023-09-10,558395,63760087166213,4706196052,8428.076992093
2023-09-11,459132,73575891717852,3269725456,7121.536847791
2023-09-12,462328,81917609979440,3102944450,6711.565057708
2023-09-13,512446,67461385589161,3112870221,6074.533162519
2023-09-14,576215,76639518662212,3089771389,5362.184929236
2023-09-15,703692,86260182189634,3261796493,4635.261581772
2023-09-16,593144,64645340519024,2670099864,4501.604777255
2023-09-17,611220,57931266808139,2830720798,4631.263371617
2023-09-18,635845,78679987095090,4680860926,7361.638333242
2023-09-19,493887,85770073182935,4694653264,9505.521028089
2023-09-20,551783,93486919778221,4737695080,8586.15629695
2023-09-21,431540,71394014147705,4734640060,10971.497566854
2023-09-22,441679,64104027097581,4599544894,10413.773111241
2023-09-23,629617,47522118909108,5157942328,8192.190376054
2023-09-24,441181,48424879051716,3708650941,8406.189162725
2023-09-25,285750,81748067912599,3336548549,11676.460363955
2023-09-26,309789,66324942610039,2764610498,8924.172575527
2023-09-27,337265,76167857388419,3173405543,9409.234705647
2023-09-28,378975,81118066216981,2901291667,7655.628120588
2023-09-29,330269,88980240189140,2936315436,8890.678313738
2023-09-30,275474,65357988847288,2155552342,7824.884896578
2023-10-01,320516,55517450919813,1892768578,5905.379381997
2023-10-02,344263,110642465981947,2727710775,7923.334122459
2023-10-03,310664,83937708687744,2908744010,9362.990272449
2023-10-04,287430,98224159677012,2635338270,9168.626343805
2023-10-05,319310,107550311053222,2669888465,8361.430788262
2023-10-06,298650,106046148859225,4256644865,14252.954511971
2023-10-07,244567,80898353265291,4149443835,16966.491125131
2023-10-08,242440,63337411451916,1539459141,6349.856215971
2023-10-09,283648,74942213364824,1987958721,7008.541294139
2023-10-10,285060,83223882244959,1721511505,6039.119851961
2023-10-11,264600,87587590475101,2160053422,8163.467203326
2023-10-12,267090,76076237414114,2477161271,9274.631289079
2023-10-13,279518,64894581770916,2212322943,7914.778093003
2023-10-14,265220,72395405287553,1361469973,5133.360881532
2023-10-15,251923,52140447748551,1139581142,4523.529578482
2023-10-16,299782,98083134380377,2053810185,6851.012352309
2023-10-17,294257,87121782268320,1944552819,6608.348549057
2023-10-18,271345,82449239925988,1910702136,7041.596992758
2023-10-19,282007,86381661594777,1864870878,6612.853149035
2023-10-20,295888,102373332762504,2014329055,6807.741628589
2023-10-21,270621,63575018666658,1604744601,5929.85984458
2023-10-22,252457,63594347823762,1237398060,4901.421073688
2023-10-23,301780,114345533578908,1700277934,5634.163741799
2023-10-24,373854,144911862715128,3832398711,10251.057126579
2023-10-25,476549,104365761917044,4091981017,8586.695212874
2023-10-26,431256,93019246491760,2912231441,6752.906489417
2023-10-27,452816,86654094292064,2555162168,5642.826596233
2023-10-28,564383,62407753073364,1943560602,3443.690901391
2023-10-29,410290,63202273486275,1359350683,3313.146025982
2023-10-30,463202,97138170903278,1812100813,3912.117851391
2023-10-31,433751,79430552422717,1823911226,4204.97295914
2023-11-01,463644,84101047889556,2147899763,4632.648676571
2023-11-02,403541,84109928682113,2308727955,5721.173201732
2023-11-03,452354,84476499404646,3305281890,7306.847933256
2023-11-04,698917,62093168403701,7951745751,11377.239001198
2023-11-05,673375,54829857203435,7127194503,10584.287362911
2023-11-06,439319,77920466194434,7443935485,16944.260286944
2023-11-07,450371,79410970301051,8807849966,19556.876366374
2023-11-08,583201,86009244734841,11807035988,20245.225896389
2023-11-09,573466,109968790051640,24861069055,43352.298226922
2023-11-10,523831,84225777058090,16362534930,31236.28599682
2023-11-11,627529,69193628201550,11439754324,18229.841686998
2023-11-12,703327,61551088660277,11577631582,16461.235786483
2023-11-13,428507,78741003386403,10765230792,25122.648619509
2023-11-14,523422,94082972448948,10139519021,19371.59504377
2023-11-15,561942,83043542080741,13404354800,23853.626886761
2023-11-16,628426,87058459279768,31745607694,50516.063456954
2023-11-17,536644,75304460103416,24673051485,45976.571963909
2023-11-18,629266,48909677649194,31681453633,50346.679517088
2023-11-19,710579,56312521947989,20060609474,28231.357067969
2023-11-20,640670,93565386748551,17771355412,27738.70387563
2023-11-21,522593,96121139317296,17244417578,32997.796713695
2023-11-22,535829,92621836016607,15365418637,28675.974307102
2023-11-23,587706,71885850129086,22098471903,37601.235827097
2023-11-24,623898,89391090517879,9780573665,15676.558772428
2023-11-25,617234,64446579440638,9216469529,14931.888925432
2023-11-26,578484,67344627991220,8113972824,14026.270085257
2023-11-27,479487,85145968009766,8945126617,18655.61864451
2023-11-28,447662,81830480822028,7880659978,17604.040499305
2023-11-29,360588,87755825990020,6366139155,17654.883565177
2023-11-30,411882,89262906023876,7055229860,17129.250270709
2023-12-01,496468,103455975877353,9917185213,19975.477196919
2023-12-02,429362,75222867143467,6357856882,14807.684149971
2023-12-03,707876,73590005887361,14188139391,20043.255303189
2023-12-04,570395,110365138839182,15024265561,26340.107401012
2023-12-05,514962,98103146261096,23668922712,45962.464632342
2023-12-06,467795,101578120348593,29366114146,62775.605010742
2023-12-07,372050,88360821202211,17447437727,46895.411173229
2023-12-08,411456,98875683516140,15255024127,37075.711927885
2023-12-09,587398,62013833389438,14013969228,23857.706747384
2023-12-10,536175,54242962501930,11483473182,21417.397644426
2023-12-11,525486,98924998235744,13761667891,26188.457715334
2023-12-12,543162,93308196497373,11376908514,20945.70038773
2023-12-13,587920,84313217542239,19674583787,33464.72953293
2023-12-14,570985,83252816015369,33412679747,58517.613855005
2023-12-15,632636,76271432248419,42120312245,66579.063229092
2023-12-16,638144,56262387009673,56036033238,87810.953700105
2023-12-17,616808,43925148402106,54999929455,89168.638303978
2023-12-18,640936,76150739408999,39073702001,60963.500257436
2023-12-19,662880,73933904051096,43623455558,65808.978333937
2023-12-20,582506,81843659280064,42649690508,73217.598630744
2023-12-21,588137,73989897210429,40534292547,68919.813830791
2023-12-22,625531,84191025176120,32448823876,51874.046012108
2023-12-23,608479,45502533540228,20291548839,33347.985450607
2023-12-24,723459,55601336289184,17892493735,24731.869718947
2023-12-25,535741,48329489981904,16888633216,31523.876679216
2023-12-26,553693,79240262902777,16781165180,30307.706942295
2023-12-27,545556,76980581122991,26866607230,49246.286778992
